site_id_from;site_id_to;iwait;inveht;xwait;xpen;xnum;cost
4276;2360;1.43;19.58;4.54;10.0;2.0;35.55
4304;2360;3.33;6.03;1.11;5.0;1.0;15.47
4308;2360;1.88;3.94;1.11;5.0;1.0;11.93
4309;2360;7.5;9.11;2.78;10.0;2.0;29.38
4351;2360;3.75;9.66;3.24;5.0;1.0;21.64
4352;2360;3.75;9.66;3.24;5.0;1.0;21.65
4355;2360;1.15;5.46;2.73;5.0;1.0;14.34
4357;2360;1.15;6.78;2.73;5.0;1.0;15.66
6159;2360;2.73;2.32;1.11;5.0;1.0;11.16
1658;2368;0.83;5.98;2.0;5.0;1.0;13.81
1659;2368;0.83;5.27;2.0;5.0;1.0;13.1
2025;2368;1.43;10.01;1.66;5.0;1.0;18.1
2359;2368;6.0;6.42;0.0;0.0;0.0;12.42
2360;2368;1.25;4.1;0.0;0.0;0.0;5.35
2363;2368;1.11;3.26;0.0;0.0;0.0;4.37
2369;2368;1.07;7.13;5.27;6.07;1.21;19.55
2576;2368;4.29;3.33;0.0;0.0;0.0;7.62
2589;2368;3.33;7.6;0.0;0.0;0.0;10.93
2590;2368;3.33;6.25;0.0;0.0;0.0;9.58
2591;2368;3.33;5.11;0.0;0.0;0.0;8.44
2592;2368;3.33;4.04;0.0;0.0;0.0;7.37
2593;2368;4.29;2.6;0.0;0.0;0.0;6.89
2594;2368;1.88;1.57;0.0;0.0;0.0;3.45
2597;2368;1.25;1.56;0.0;0.0;0.0;2.81
2616;2368;0.65;10.81;1.65;8.26;1.65;21.37
2628;2368;2.0;1.54;0.0;0.0;0.0;3.54
2629;2368;2.0;2.44;0.0;0.0;0.0;4.44
2630;2368;2.0;3.61;0.0;0.0;0.0;5.61
2686;2368;2.14;14.62;3.2;7.86;1.57;27.82
2785;2368;1.63;4.61;2.0;5.0;1.0;13.24
2786;2368;1.63;5.98;2.0;5.0;1.0;14.61
2787;2368;0.7;5.79;1.77;4.42;0.88;12.67
2788;2368;1.63;8.82;2.0;5.0;1.0;17.45
2790;2368;3.75;10.45;0.0;0.0;0.0;14.2
2791;2368;0.65;9.15;1.65;4.13;0.83;15.59
2793;2368;0.86;7.19;2.0;5.0;1.0;15.05
2794;2368;0.72;5.39;1.58;5.0;1.0;12.69
2795;2368;0.91;6.58;1.46;5.0;1.0;13.96
2811;2368;0.75;8.17;1.25;5.0;1.0;15.17
2814;2368;0.65;9.87;2.0;10.0;2.0;22.52
2860;2368;2.0;7.81;1.8;8.67;1.73;20.28
2861;2368;0.62;6.42;1.04;4.17;0.83;12.25
2862;2368;1.88;7.41;1.81;8.75;1.75;19.84
2863;2368;2.14;8.35;2.0;10.0;2.0;22.5
2924;2368;3.75;6.25;0.0;0.0;0.0;10.0
2925;2368;2.73;7.77;0.0;0.0;0.0;10.5
2926;2368;0.59;5.14;0.98;3.92;0.78;10.63
2937;2368;6.0;3.63;1.25;5.0;1.0;15.88
3014;2368;3.33;5.58;2.07;5.0;1.0;15.98
3317;2368;1.55;15.22;3.89;10.0;2.0;30.66
3318;2368;5.0;22.54;5.37;10.0;2.0;42.92
3349;2368;3.75;7.91;0.0;0.0;0.0;11.66
3798;2368;3.33;5.39;2.07;5.0;1.0;15.79
3799;2368;2.73;6.27;0.0;0.0;0.0;9.0
3962;2368;4.29;16.35;2.0;10.0;2.0;32.64
4077;2368;5.0;24.73;2.79;10.0;2.0;42.52
4138;2368;1.25;4.85;0.0;0.0;0.0;6.1
4142;2368;1.11;1.62;0.0;0.0;0.0;2.73
4149;2368;7.5;6.13;1.25;5.0;1.0;19.88
4151;2368;6.0;9.01;2.0;10.0;2.0;27.01
4187;2368;4.29;6.96;2.0;10.0;2.0;23.25
4276;2368;1.43;10.14;2.83;10.0;2.0;24.4
4304;2368;3.33;2.73;0.0;0.0;0.0;6.06
4308;2368;1.88;0.64;0.0;0.0;0.0;2.52
4309;2368;7.5;7.29;4.29;5.0;1.0;24.08
4351;2368;3.75;9.15;2.4;10.0;2.0;25.29
4352;2368;3.75;9.15;2.4;10.0;2.0;25.3
4355;2368;1.15;4.86;2.0;10.0;2.0;18.01
4357;2368;1.15;6.18;2.0;10.0;2.0;19.33
6159;2368;2.73;2.93;1.25;5.0;1.0;11.91
1658;2597;0.83;6.88;3.11;10.0;2.0;20.82
1659;2597;0.83;6.17;3.11;10.0;2.0;20.11
2025;2597;3.75;5.19;0.75;5.0;1.0;14.69
2359;2597;6.0;3.27;0.0;0.0;0.0;9.27
2360;2597;1.25;0.95;0.0;0.0;0.0;2.2
2363;2597;1.11;4.16;0.0;0.0;0.0;5.27
2368;2597;1.11;0.9;0.0;0.0;0.0;2.01
2369;2597;1.36;4.13;6.0;5.0;1.0;16.49
2576;2597;2.73;3.25;0.0;0.0;0.0;5.98
2589;2597;1.67;3.92;0.75;5.0;1.0;11.34
2590;2597;1.88;1.87;6.0;5.0;1.0;14.75
2591;2597;6.0;0.73;0.0;0.0;0.0;6.73
2592;2597;1.25;2.96;4.17;5.0;1.0;13.38
2593;2597;2.73;2.52;0.0;0.0;0.0;5.25
2594;2597;2.73;1.48;0.0;0.0;0.0;4.21
2616;2597;0.79;7.35;0.75;5.0;1.0;13.89
2628;2597;2.0;2.44;1.11;5.0;1.0;10.55
2629;2597;2.0;3.34;1.11;5.0;1.0;11.45
2630;2597;2.0;4.51;1.11;5.0;1.0;12.62
2686;2597;2.14;7.53;1.54;10.0;2.0;21.22
2785;2597;1.57;9.27;0.75;5.0;1.0;16.59
2786;2597;1.57;7.98;0.75;5.0;1.0;15.3
2787;2597;0.7;5.17;0.66;4.42;0.88;10.95
2788;2597;1.57;5.57;0.75;5.0;1.0;12.89
2790;2597;3.75;7.3;0.0;0.0;0.0;11.05
2791;2597;0.65;6.81;0.62;4.13;0.83;12.22
2793;2597;0.86;8.03;2.93;10.0;2.0;21.82
2794;2597;1.52;6.94;1.11;5.0;1.0;14.57
2795;2597;1.52;8.61;1.11;5.0;1.0;16.24
2811;2597;0.75;6.61;0.0;0.0;0.0;7.36
2814;2597;0.65;8.31;0.75;5.0;1.0;14.71
2860;2597;2.0;6.25;0.55;3.67;0.73;12.47
2861;2597;0.75;4.24;0.0;0.0;0.0;4.99
2862;2597;1.88;5.85;0.56;3.75;0.75;12.04
2863;2597;2.14;6.79;0.75;5.0;1.0;14.69
2924;2597;3.75;3.1;0.0;0.0;0.0;6.85
2925;2597;2.73;4.62;0.0;0.0;0.0;7.35
2926;2597;0.75;2.57;0.0;0.0;0.0;3.32
2937;2597;6.0;2.07;0.0;0.0;0.0;8.07
3014;2597;7.5;1.16;0.0;0.0;0.0;8.66
3317;2597;2.46;9.63;1.54;10.0;2.0;23.63
3318;2597;5.0;17.22;1.56;10.0;2.0;33.78
3349;2597;3.75;4.76;0.0;0.0;0.0;8.51
3798;2597;7.5;2.04;0.0;0.0;0.0;9.54
3799;2597;2.0;3.09;0.0;0.0;0.0;5.09
3962;2597;3.0;13.88;1.0;6.5;1.3;24.38
4077;2597;5.0;22.56;1.54;10.0;2.0;39.1
4138;2597;1.25;1.7;0.0;0.0;0.0;2.95
4142;2597;1.11;2.52;0.0;0.0;0.0;3.63
4149;2597;7.5;4.57;0.0;0.0;0.0;12.07
4151;2597;6.0;7.45;0.75;5.0;1.0;19.2
4187;2597;4.29;5.4;0.75;5.0;1.0;15.44
4276;2597;1.43;18.42;1.54;10.0;2.0;31.39
4304;2597;3.33;3.63;1.11;5.0;1.0;13.07
4308;2597;1.88;1.54;1.11;5.0;1.0;9.53
4309;2597;7.5;7.21;2.73;5.0;1.0;22.44
4351;2597;3.75;7.29;1.15;7.5;1.5;19.68
4352;2597;7.5;5.82;0.75;5.0;1.0;19.07
4355;2597;1.15;3.3;0.75;5.0;1.0;10.2
4357;2597;1.15;4.62;0.75;5.0;1.0;11.52
6159;2597;2.73;1.37;0.0;0.0;0.0;4.1
1658;2616;0.56;11.23;1.08;6.85;1.37;19.72
1659;2616;0.83;7.57;1.58;10.0;2.0;19.98
2025;2616;0.79;16.44;0.96;6.05;1.21;24.24
2359;2616;0.86;11.31;0.8;5.0;1.0;17.97
2360;2616;3.33;15.28;0.0;0.0;0.0;18.61
2363;2616;0.77;14.07;1.03;7.69;1.54;23.56
2368;2616;1.11;11.78;0.8;6.67;1.33;20.36
2369;2616;1.07;10.95;0.96;6.07;1.21;19.05
2576;2616;1.67;11.55;1.35;10.0;2.0;24.56
2589;2616;1.58;10.47;0.64;3.95;0.79;16.64
2590;2616;2.0;10.56;0.81;5.0;1.0;18.37
2591;2616;1.25;10.97;0.94;5.83;1.17;19.0
2592;2616;2.0;12.93;0.81;5.0;1.0;20.74
2593;2616;1.67;10.82;1.35;10.0;2.0;23.83
2594;2616;1.58;11.73;1.03;7.89;1.58;22.24
2597;2616;0.4;7.49;0.8;5.0;1.0;13.68
2628;2616;1.88;8.01;1.58;10.0;2.0;21.46
2629;2616;0.8;7.59;1.58;10.0;2.0;19.96
2630;2616;0.79;5.91;0.79;5.0;1.0;12.49
2686;2616;2.14;2.76;0.79;5.0;1.0;10.7
2785;2616;1.57;8.14;0.79;5.0;1.0;15.5
2786;2616;1.57;6.85;0.79;5.0;1.0;14.21
2787;2616;0.79;4.05;0.79;5.0;1.0;10.63
2788;2616;1.57;4.44;0.79;5.0;1.0;11.8
2790;2616;0.99;7.43;0.21;1.32;0.26;9.95
2791;2616;0.75;4.77;0.0;0.0;0.0;5.52
2793;2616;0.86;11.51;1.58;10.0;2.0;23.95
2794;2616;0.82;9.6;1.58;10.0;2.0;22.0
2795;2616;2.31;7.16;1.58;10.0;2.0;21.05
2811;2616;0.6;4.54;0.57;3.6;0.72;9.3
2814;2616;0.65;4.89;1.63;10.0;2.0;17.16
2860;2616;2.0;4.26;0.79;5.0;1.0;12.05
2861;2616;0.79;3.11;0.0;0.0;0.0;3.9
2862;2616;2.5;4.93;0.79;5.0;1.0;13.22
2863;2616;2.14;8.15;0.8;5.0;1.0;16.1
2924;2616;1.36;11.17;0.48;2.95;0.59;15.97
2925;2616;2.31;7.85;0.81;5.0;1.0;15.97
2926;2616;0.75;4.78;0.79;5.0;1.0;11.32
2937;2616;0.83;5.64;0.81;5.0;1.0;12.29
3014;2616;3.33;8.81;0.97;7.22;1.44;20.34
3317;2616;2.46;2.28;0.0;0.0;0.0;4.74
3318;2616;5.0;6.11;1.94;5.0;1.0;18.05
3349;2616;3.33;11.17;0.0;0.0;0.0;14.5
3798;2616;6.0;7.9;0.79;5.0;1.0;19.69
3799;2616;1.67;8.32;0.8;5.0;1.0;15.79
3962;2616;0.86;11.63;0.95;5.0;1.0;18.44
4077;2616;5.0;14.67;3.33;5.0;1.0;28.0
4138;2616;3.33;14.03;0.0;0.0;0.0;17.36
4142;2616;1.11;13.4;0.8;6.67;1.33;21.98
4149;2616;7.5;9.89;2.47;10.0;2.0;29.86
4151;2616;6.0;6.32;0.79;5.0;1.0;18.11
4187;2616;4.29;9.25;0.81;5.0;1.0;19.35
4276;2616;1.43;17.29;0.79;5.0;1.0;24.51
4304;2616;2.0;14.5;0.81;5.0;1.0;22.31
4308;2616;1.88;10.14;1.58;10.0;2.0;23.59
4309;2616;7.5;18.81;0.81;5.0;1.0;32.12
4351;2616;7.5;6.52;0.0;0.0;0.0;14.02
4352;2616;7.5;7.79;0.0;0.0;0.0;15.29
4355;2616;1.67;8.8;0.62;3.89;0.78;14.98
4357;2616;0.83;3.16;0.81;5.0;1.0;9.8
6159;2616;2.73;8.86;1.2;10.0;2.0;22.78
1658;2629;0.83;3.54;2.0;5.0;1.0;11.37
1659;2629;0.83;2.83;2.0;5.0;1.0;10.66
2025;2629;2.31;7.06;1.38;5.0;1.0;15.75
2359;2629;6.0;8.85;1.88;5.0;1.0;21.73
2360;2629;1.25;6.53;1.88;5.0;1.0;14.65
2363;2629;1.11;5.69;1.88;5.0;1.0;13.68
2368;2629;1.88;2.43;0.0;0.0;0.0;4.3
2369;2629;5.0;4.02;2.79;10.0;2.0;21.81
2576;2629;4.29;5.76;0.0;0.0;0.0;10.05
2589;2629;3.33;10.03;0.0;0.0;0.0;13.36
2590;2629;3.33;8.68;0.0;0.0;0.0;12.01
2591;2629;3.33;7.54;0.0;0.0;0.0;10.87
2592;2629;3.33;6.47;0.0;0.0;0.0;9.8
2593;2629;4.29;5.03;0.0;0.0;0.0;9.32
2594;2629;1.88;4.0;0.0;0.0;0.0;5.88
2597;2629;0.51;3.47;1.95;5.0;1.0;10.92
2616;2629;0.79;7.08;2.79;10.0;2.0;20.66
2628;2629;1.88;0.94;0.0;0.0;0.0;2.81
2630;2629;2.0;1.17;0.0;0.0;0.0;3.17
2686;2629;3.75;10.09;2.79;10.0;2.0;26.63
2785;2629;1.63;2.17;2.0;5.0;1.0;10.8
2786;2629;1.63;3.54;2.0;5.0;1.0;12.17
2787;2629;0.79;3.03;2.0;5.0;1.0;10.82
2788;2629;1.63;6.38;2.0;5.0;1.0;15.01
2790;2629;1.14;7.99;2.24;6.52;1.3;17.88
2791;2629;0.79;5.93;2.0;5.0;1.0;13.72
2793;2629;1.38;4.3;0.0;0.0;0.0;5.68
2794;2629;1.38;2.35;0.0;0.0;0.0;3.73
2795;2629;0.61;3.59;1.55;5.0;1.0;10.76
2811;2629;0.4;6.6;2.79;10.0;2.0;19.79
2814;2629;3.0;11.3;2.85;10.0;2.0;27.15
2860;2629;2.0;5.12;2.79;10.0;2.0;19.91
2861;2629;0.79;3.97;2.0;5.0;1.0;11.76
2862;2629;2.5;5.79;2.79;10.0;2.0;21.08
2863;2629;4.29;7.28;2.79;10.0;2.0;24.36
2924;2629;3.75;8.68;1.88;5.0;1.0;19.3
2925;2629;2.73;10.2;1.88;5.0;1.0;19.8
2926;2629;0.33;6.49;2.53;9.4;1.88;18.75
2937;2629;2.14;10.62;3.33;5.0;1.0;21.09
3014;2629;3.33;7.5;2.64;10.0;2.0;23.48
3317;2629;4.17;13.35;2.79;10.0;2.0;30.31
3318;2629;10.0;23.42;2.85;10.0;2.0;46.27
3349;2629;3.75;10.34;1.88;5.0;1.0;20.96
3798;2629;3.33;7.31;2.64;10.0;2.0;23.29
3799;2629;2.73;8.7;1.88;5.0;1.0;18.3
3962;2629;0.94;19.38;2.85;10.0;2.0;33.17
4077;2629;5.0;22.29;2.79;10.0;2.0;40.08
4138;2629;1.25;7.28;1.88;5.0;1.0;15.4
4142;2629;1.11;4.05;1.88;5.0;1.0;12.04
4149;2629;7.5;8.04;2.46;10.0;2.0;27.99
4151;2629;6.0;7.18;2.79;10.0;2.0;25.97
4187;2629;4.29;14.87;2.08;10.0;2.0;31.24
4276;2629;1.43;7.7;2.83;10.0;2.0;21.96
4304;2629;3.33;5.16;0.0;0.0;0.0;8.49
4308;2629;1.88;3.07;0.0;0.0;0.0;4.95
4309;2629;7.5;9.72;4.29;5.0;1.0;26.51
4351;2629;7.5;7.22;2.79;10.0;2.0;27.51
4352;2629;3.75;11.89;2.43;10.0;2.0;28.08
4355;2629;0.81;12.89;2.63;8.65;1.73;24.98
4357;2629;2.73;9.34;2.79;10.0;2.0;24.86
6159;2629;2.73;7.34;1.88;5.0;1.0;16.94
1658;2630;0.83;2.37;0.0;0.0;0.0;3.2
1659;2630;0.83;1.66;0.0;0.0;0.0;2.49
2025;2630;2.31;7.3;0.0;0.0;0.0;9.61
2359;2630;1.11;8.1;0.85;5.0;1.0;15.06
2360;2630;1.25;2.89;0.85;5.0;1.0;9.99
2363;2630;1.11;6.1;0.85;5.0;1.0;13.06
2368;2630;1.88;3.59;0.0;0.0;0.0;5.46
2369;2630;5.0;2.85;0.79;5.0;1.0;13.64
2576;2630;1.67;5.86;0.52;3.06;0.61;11.1
2589;2630;3.33;11.19;0.0;0.0;0.0;14.52
2590;2630;3.33;9.84;0.0;0.0;0.0;13.17
2591;2630;2.14;6.55;0.3;1.79;0.36;10.78
2592;2630;3.33;7.63;0.0;0.0;0.0;10.96
2593;2630;1.67;5.13;0.52;3.06;0.61;10.37
2594;2630;1.88;5.16;0.0;0.0;0.0;7.04
2597;2630;0.85;1.94;0.0;0.0;0.0;2.79
2616;2630;0.79;5.91;0.79;5.0;1.0;12.49
2628;2630;1.88;2.1;0.0;0.0;0.0;3.97
2629;2630;0.8;1.68;0.0;0.0;0.0;2.47
2686;2630;2.14;7.69;1.13;7.14;1.43;18.11
2785;2630;1.63;1.0;0.0;0.0;0.0;2.63
2786;2630;1.63;2.37;0.0;0.0;0.0;4.0
2787;2630;0.79;1.86;0.0;0.0;0.0;2.65
2788;2630;1.63;5.21;0.0;0.0;0.0;6.84
2790;2630;1.14;6.82;0.24;1.52;0.3;9.71
2791;2630;0.79;4.76;0.0;0.0;0.0;5.55
2793;2630;0.86;5.6;0.0;0.0;0.0;6.46
2794;2630;0.82;3.69;0.0;0.0;0.0;4.51
2795;2630;2.31;1.25;0.0;0.0;0.0;3.56
2811;2630;0.4;5.43;0.79;5.0;1.0;11.62
2814;2630;0.97;7.98;1.08;8.39;1.68;18.41
2860;2630;2.0;3.95;0.79;5.0;1.0;11.74
2861;2630;0.79;2.8;0.0;0.0;0.0;3.59
2862;2630;2.5;4.62;0.79;5.0;1.0;12.91
2863;2630;4.29;6.11;0.79;5.0;1.0;16.19
2924;2630;3.75;5.04;0.85;5.0;1.0;14.64
2925;2630;2.73;6.56;0.85;5.0;1.0;15.14
2926;2630;0.38;4.49;0.82;5.0;1.0;10.68
2937;2630;6.0;4.01;0.85;5.0;1.0;15.86
3014;2630;3.33;6.17;0.82;5.0;1.0;15.32
3317;2630;1.55;9.67;1.29;8.14;1.63;20.65
3318;2630;5.0;16.05;1.6;10.0;2.0;32.66
3349;2630;1.76;8.1;0.82;5.0;1.0;15.68
3798;2630;3.33;5.99;0.82;5.0;1.0;15.14
3799;2630;1.5;5.53;0.83;5.0;1.0;12.87
3962;2630;0.86;17.58;0.92;5.43;1.09;24.78
4077;2630;5.0;21.12;0.79;5.0;1.0;31.91
4138;2630;1.0;3.65;0.84;5.0;1.0;10.48
4142;2630;1.11;4.46;0.85;5.0;1.0;11.42
4149;2630;7.5;6.51;0.85;5.0;1.0;19.86
4151;2630;6.0;6.01;0.79;5.0;1.0;17.8
4187;2630;4.29;7.32;1.19;10.0;2.0;22.8
4276;2630;1.43;6.53;0.83;5.0;1.0;13.79
4304;2630;3.33;6.32;0.0;0.0;0.0;9.65
4308;2630;1.88;4.23;0.0;0.0;0.0;6.1
4309;2630;7.5;10.58;3.75;5.0;1.0;26.83
4351;2630;7.5;6.05;0.79;5.0;1.0;19.34
4352;2630;3.75;7.53;0.99;7.5;1.5;19.77
4355;2630;0.81;6.49;1.07;8.51;1.7;16.88
4357;2630;2.73;8.17;0.79;5.0;1.0;16.69
6159;2630;2.73;3.31;0.85;5.0;1.0;11.89
1658;2790;0.83;10.58;1.57;5.0;1.0;17.98
1659;2790;0.83;9.87;1.57;5.0;1.0;17.27
2025;2790;1.43;13.85;1.75;6.9;1.38;23.94
2359;2790;1.3;5.81;3.33;5.0;1.0;15.45
2360;2790;3.33;6.64;0.0;0.0;0.0;9.97
2363;2790;3.33;13.2;0.0;0.0;0.0;16.53
2368;2790;3.33;9.94;0.0;0.0;0.0;13.27
2369;2790;5.0;5.29;1.57;5.0;1.0;16.86
2576;2790;1.67;11.78;3.33;5.0;1.0;21.78
2589;2790;1.67;4.75;2.05;10.0;2.0;18.46
2590;2790;3.33;16.19;3.33;5.0;1.0;27.86
2591;2790;6.0;9.9;1.3;5.0;1.0;22.19
2592;2790;3.33;13.98;3.33;5.0;1.0;25.65
2593;2790;1.67;11.05;3.33;5.0;1.0;21.05
2594;2790;1.11;10.52;3.33;5.0;1.0;19.96
2597;2790;3.33;7.59;0.0;0.0;0.0;10.92
2616;2790;1.42;9.37;0.0;0.0;0.0;10.79
2628;2790;1.88;10.31;1.57;5.0;1.0;18.76
2629;2790;0.8;9.89;1.57;5.0;1.0;17.25
2630;2790;1.57;8.21;0.0;0.0;0.0;9.78
2686;2790;2.14;6.74;1.26;5.0;1.0;15.14
2785;2790;1.57;6.84;0.0;0.0;0.0;8.41
2786;2790;1.57;5.55;0.0;0.0;0.0;7.12
2787;2790;1.57;4.3;0.0;0.0;0.0;5.87
2788;2790;1.57;3.14;0.0;0.0;0.0;4.71
2791;2790;1.14;2.43;0.0;0.0;0.0;3.57
2793;2790;0.86;13.81;1.57;5.0;1.0;21.24
2794;2790;0.82;11.9;1.57;5.0;1.0;19.29
2795;2790;2.31;9.46;1.57;5.0;1.0;18.34
2811;2790;0.73;3.55;0.99;4.37;0.87;9.64
2814;2790;0.65;5.09;1.97;10.0;2.0;17.71
2860;2790;2.0;2.77;0.95;3.67;0.73;9.39
2861;2790;1.3;1.73;0.0;0.0;0.0;3.02
2862;2790;2.5;3.55;1.3;5.0;1.0;12.34
2863;2790;4.29;5.04;1.3;5.0;1.0;15.62
2924;2790;3.33;4.58;0.0;0.0;0.0;7.91
2925;2790;0.73;5.69;2.39;8.66;1.73;17.48
2926;2790;0.75;3.4;1.3;5.0;1.0;10.44
2937;2790;2.14;8.06;1.78;8.21;1.64;20.2
3014;2790;3.33;8.09;2.2;5.0;1.0;18.62
3317;2790;2.46;10.45;1.42;5.0;1.0;19.32
3318;2790;5.0;14.35;2.03;10.0;2.0;31.38
3349;2790;3.33;2.53;0.0;0.0;0.0;5.86
3798;2790;3.33;7.9;2.2;5.0;1.0;18.44
3799;2790;1.88;6.55;2.7;5.0;1.0;16.12
3962;2790;0.71;10.9;5.5;5.36;1.07;22.47
4077;2790;5.0;18.79;1.93;10.0;2.0;35.72
4138;2790;3.33;5.39;0.0;0.0;0.0;8.72
4142;2790;3.33;11.56;0.0;0.0;0.0;14.89
4149;2790;7.5;12.16;3.33;5.0;1.0;27.99
4151;2790;6.0;4.94;1.3;5.0;1.0;17.23
4187;2790;4.29;6.23;2.05;10.0;2.0;22.56
4276;2790;1.43;14.74;2.4;10.0;2.0;28.57
4304;2790;3.33;12.67;3.33;5.0;1.0;24.34
4308;2790;1.88;10.58;3.33;5.0;1.0;20.79
4309;2790;7.5;15.75;5.0;10.0;2.0;38.25
4351;2790;7.5;3.72;1.14;5.0;1.0;17.36
4352;2790;7.5;4.99;1.14;5.0;1.0;18.63
4355;2790;0.81;5.26;1.81;8.51;1.7;16.39
4357;2790;2.73;6.64;1.24;5.0;1.0;15.6
6159;2790;2.73;8.96;3.33;5.0;1.0;20.02
1658;2791;0.83;7.13;0.79;5.0;1.0;13.75
1659;2791;0.83;6.42;0.79;5.0;1.0;13.04
2025;2791;2.31;12.06;0.79;5.0;1.0;20.16
2359;2791;1.3;7.86;3.33;5.0;1.0;17.5
2360;2791;2.0;7.6;0.32;2.0;0.4;11.91
2363;2791;2.0;14.16;0.32;2.0;0.4;18.47
2368;2791;1.2;9.66;0.51;3.2;0.64;14.57
2369;2791;5.0;3.89;0.79;5.0;1.0;14.68
2576;2791;1.67;10.46;1.03;8.06;1.61;21.22
2589;2791;7.5;8.92;0.0;0.0;0.0;16.42
2590;2791;1.25;11.72;4.98;5.0;1.0;22.95
2591;2791;1.67;11.25;0.99;6.11;1.22;20.02
2592;2791;3.33;12.39;0.79;5.0;1.0;21.51
2593;2791;1.67;9.73;1.03;8.06;1.61;20.49
2594;2791;1.88;9.92;0.79;5.0;1.0;17.59
2597;2791;0.61;6.83;0.64;4.08;0.82;12.17
2616;2791;0.79;5.38;0.0;0.0;0.0;6.17
2628;2791;1.88;6.86;0.79;5.0;1.0;14.52
2629;2791;0.8;6.44;0.79;5.0;1.0;13.02
2630;2791;0.79;4.76;0.0;0.0;0.0;5.55
2686;2791;3.75;4.16;0.0;0.0;0.0;7.91
2785;2791;1.57;8.89;0.0;0.0;0.0;10.46
2786;2791;1.57;7.6;0.0;0.0;0.0;9.17
2787;2791;0.79;2.9;0.0;0.0;0.0;3.69
2788;2791;1.57;5.19;0.0;0.0;0.0;6.76
2790;2791;0.93;2.05;0.0;0.0;0.0;2.98
2793;2791;0.86;10.36;0.79;5.0;1.0;17.01
2794;2791;0.82;8.45;0.79;5.0;1.0;15.06
2795;2791;2.31;6.01;0.79;5.0;1.0;14.11
2811;2791;0.83;0.96;0.0;0.0;0.0;1.79
2814;2791;0.65;2.66;0.83;5.0;1.0;9.14
2860;2791;2.0;3.49;0.58;3.67;0.73;9.73
2861;2791;0.79;1.96;0.0;0.0;0.0;2.75
2862;2791;2.5;3.78;0.79;5.0;1.0;12.07
2863;2791;4.29;5.27;0.79;5.0;1.0;15.35
2924;2791;3.33;6.63;0.0;0.0;0.0;9.96
2925;2791;1.0;4.97;1.54;10.0;2.0;17.51
2926;2791;0.68;3.94;0.72;4.55;0.91;9.89
2937;2791;0.83;6.2;0.83;5.0;1.0;12.87
3014;2791;3.33;7.7;0.97;7.22;1.44;19.23
3317;2791;1.55;6.58;0.62;5.0;1.0;13.75
3318;2791;5.0;11.87;0.95;7.5;1.5;25.32
3349;2791;3.33;4.58;0.0;0.0;0.0;7.91
3798;2791;6.0;6.75;0.79;5.0;1.0;18.54
3799;2791;0.91;6.81;2.02;7.58;1.52;17.32
3962;2791;0.71;8.51;2.17;5.0;1.0;16.4
4077;2791;5.0;16.36;0.79;5.0;1.0;27.15
4138;2791;2.0;6.35;0.32;2.0;0.4;10.66
4142;2791;2.0;12.52;0.32;2.0;0.4;16.83
4149;2791;7.5;11.0;1.19;10.0;2.0;29.69
4151;2791;6.0;5.17;0.79;5.0;1.0;16.96
4187;2791;4.29;4.5;1.67;10.0;2.0;20.46
4276;2791;1.43;11.29;1.62;10.0;2.0;24.34
4304;2791;3.33;11.08;0.79;5.0;1.0;20.2
4308;2791;1.88;8.99;0.79;5.0;1.0;16.65
4309;2791;7.5;15.34;4.54;10.0;2.0;37.38
4351;2791;7.5;1.29;0.0;0.0;0.0;8.79
4352;2791;7.5;2.56;0.0;0.0;0.0;10.06
4355;2791;7.5;6.01;0.0;0.0;0.0;13.51
4357;2791;0.75;3.82;0.75;4.5;0.9;9.82
6159;2791;2.73;7.8;1.19;10.0;2.0;21.72
1658;2793;1.88;8.02;0.0;0.0;0.0;9.89
1659;2793;1.88;7.31;0.0;0.0;0.0;9.18
2025;2793;2.31;2.98;0.0;0.0;0.0;5.29
2359;2793;1.3;11.43;2.13;10.0;2.0;24.87
2360;2793;1.25;6.34;2.13;10.0;2.0;19.72
2363;2793;0.47;5.47;1.5;5.0;1.0;12.44
2368;2793;0.75;8.52;1.58;5.0;1.0;15.85
2369;2793;5.0;8.04;2.67;10.0;2.0;25.7
2576;2793;1.67;9.99;2.03;8.06;1.61;21.74
2589;2793;1.67;9.31;2.13;10.0;2.0;23.11
2590;2793;3.33;15.03;1.88;5.0;1.0;25.24
2591;2793;2.14;11.11;1.97;6.79;1.36;22.01
2592;2793;3.33;12.82;1.88;5.0;1.0;23.03
2593;2793;1.67;9.26;2.03;8.06;1.61;21.01
2594;2793;1.11;8.93;1.98;7.04;1.41;19.06
2597;2793;0.75;5.39;1.38;5.0;1.0;12.52
2616;2793;0.79;11.1;2.67;10.0;2.0;24.55
2628;2793;1.88;7.29;1.88;5.0;1.0;16.04
2629;2793;0.8;6.87;1.87;5.0;1.0;14.54
2630;2793;1.88;5.19;0.0;0.0;0.0;7.06
2686;2793;3.75;14.11;2.67;10.0;2.0;30.52
2785;2793;1.63;6.19;1.88;5.0;1.0;14.7
2786;2793;1.63;7.56;1.88;5.0;1.0;16.07
2787;2793;0.79;7.05;1.87;5.0;1.0;14.71
2788;2793;1.63;10.4;1.88;5.0;1.0;18.91
2790;2793;1.14;12.01;2.11;6.52;1.3;21.77
2791;2793;0.79;9.95;1.87;5.0;1.0;17.61
2794;2793;1.88;1.56;0.0;0.0;0.0;3.44
2795;2793;1.88;3.23;0.0;0.0;0.0;5.11
